homeid,createdate,accessmethod,age,numfamily
4995,2016-06-24 16:30,INDOOR,66.0,2.0
4995,2016-06-24 13:10,NUM,66.0,2.0
4995,2016-06-24 11:10,INDOOR,66.0,2.0
4995,2016-06-25 19:10,NUM,71.0,2.0
4995,2016-06-25 18:00,INDOOR,71.0,2.0
4995,2016-06-25 12:20,NUM,71.0,2.0
4995,2016-06-25 8:40,INDOOR,71.0,2.0
4995,2016-06-25 7:20,NUM,71.0,2.0
4995,2016-06-24 6:40,INDOOR,71.0,2.0
10447,2016-06-24 19:00,NUM,56.0,2.0
10447,2016-06-24 7:50,INDOOR,56.0,2.0
10447,2016-06-23 19:00,NUM,56.0,2.0
10447,2016-06-23 7:50,INDOOR,56.0,2.0
10447,2016-06-24 19:00,NUM,60.0,2.0
10447,2016-06-24 7:50,INDOOR,60.0,2.0
10447,2016-06-24 6:30,NUM,60.0,2.0
10447,2016-06-24 5:00,INDOOR,60.0,2.0
10447,2016-06-23 19:00,NUM,60.0,2.0
10447,2016-06-23 7:50,INDOOR,60.0,2.0
10447,2016-06-23 6:30,NUM,60.0,2.0
10447,2016-06-23 5:00,INDOOR,60.0,2.0
2202,2016-06-26 18:10,NUM,69.0,2.0
2202,2016-06-26 9:50,INDOOR,69.0,2.0
2202,2016-06-26 8:10,NUM,69.0,2.0
2202,2016-06-26 7:00,INDOOR,69.0,2.0
2202,2016-06-25 20:00,NUM,69.0,2.0
2202,2016-06-25 16:50,INDOOR,69.0,2.0
2202,2016-06-25 15:10,NUM,69.0,2.0
2202,2016-06-25 6:00,INDOOR,69.0,2.0
7073,2016-06-25 18:40,NUM,81.0,2.0
7073,2016-06-25 15:50,INDOOR,81.0,2.0
7073,2016-06-25 12:00,NUM,81.0,2.0
7073,2016-06-25 9:00,INDOOR,81.0,2.0
7073,2016-06-24 19:20,NUM,81.0,2.0
7073,2016-06-24 17:00,INDOOR,81.0,2.0
7073,2016-06-24 16:50,NUM,81.0,2.0
7073,2016-06-24 14:40,INDOOR,81.0,2.0
7073,2016-06-24 12:00,NUM,81.0,2.0
7073,2016-06-24 11:10,INDOOR,81.0,2.0
7073,2016-06-24 9:40,NUM,81.0,2.0
7073,2016-06-24 8:10,INDOOR,81.0,2.0
7073,2016-06-25 17:00,NUM,75.0,2.0
7073,2016-06-25 16:30,INDOOR,75.0,2.0
7073,2016-06-25 14:40,NUM,75.0,2.0
7073,2016-06-25 14:00,INDOOR,75.0,2.0
7073,2016-06-25 11:00,NUM,75.0,2.0
7073,2016-06-25 10:20,INDOOR,75.0,2.0
7073,2016-06-24 18:50,NUM,75.0,2.0
7073,2016-06-24 5:00,INDOOR,75.0,2.0
646,2016-06-24 16:10,NUM,72.0,1.0
646,2016-06-24 14:20,INDOOR,72.0,1.0
646,2016-06-24 6:50,NUM,72.0,1.0
646,2016-06-24 5:30,INDOOR,72.0,1.0
646,2016-06-23 17:50,NUM,72.0,1.0
646,2016-06-23 15:00,INDOOR,72.0,1.0
646,2016-06-23 10:50,NUM,72.0,1.0
646,2016-06-23 9:30,INDOOR,72.0,1.0
646,2016-06-23 6:50,NUM,72.0,1.0
646,2016-06-23 5:20,INDOOR,72.0,1.0
5107,2016-06-24 21:00,NUM,31.0,2.0
5107,2016-06-24 7:40,INDOOR,31.0,2.0
5107,2016-06-23 18:50,NUM,31.0,2.0
5107,2016-06-23 8:00,INDOOR,31.0,2.0
5107,2016-06-23 0:20,NUM,31.0,2.0
5107,2016-06-24 20:50,NUM,30.0,2.0
5107,2016-06-24 19:10,INDOOR,30.0,2.0
5107,2016-06-24 18:50,NUM,30.0,2.0
5107,2016-06-24 7:40,INDOOR,30.0,2.0
5107,2016-06-23 19:00,NUM,30.0,2.0
5107,2016-06-23 8:00,INDOOR,30.0,2.0
782,2016-06-24 18:30,NUM,28.0,2.0
782,2016-06-24 15:00,INDOOR,28.0,2.0
782,2016-06-24 13:10,NUM,28.0,2.0
782,2016-06-24 11:00,INDOOR,28.0,2.0
782,2016-06-24 21:00,NUM,35.0,2.0
782,2016-06-24 8:50,INDOOR,35.0,2.0
782,2016-06-24 0:40,NUM,35.0,2.0
782,2016-06-23 9:00,INDOOR,35.0,2.0
782,2016-06-23 0:50,NUM,35.0,2.0
598,2016-06-26 20:30,NUM,32.0,2.0
598,2016-06-26 17:30,INDOOR,32.0,2.0
598,2016-06-26 8:30,NUM,32.0,2.0
598,2016-06-20 23:30,NUM,32.0,2.0
598,2016-06-20 21:30,INDOOR,32.0,2.0
598,2016-06-20 20:30,NUM,32.0,2.0
598,2016-06-20 6:40,INDOOR,32.0,2.0
598,2016-06-26 21:40,INDOOR,55.0,2.0
598,2016-06-26 12:20,NUM,55.0,2.0
598,2016-06-26 11:20,INDOOR,55.0,2.0
598,2016-06-26 10:30,NUM,55.0,2.0
598,2016-06-20 21:40,INDOOR,55.0,2.0
598,2016-06-20 13:00,NUM,55.0,2.0
598,2016-06-20 11:20,INDOOR,55.0,2.0
598,2016-06-20 10:30,NUM,55.0,2.0
8616,2016-06-26 18:30,NUM,56.0,2.0
8616,2016-06-20 18:10,NUM,56.0,2.0
8616,2016-06-20 8:20,INDOOR,56.0,2.0
8616,2016-06-26 7:30,INDOOR,66.0,2.0
8616,2016-06-20 23:30,NUM,66.0,2.0
8616,2016-06-20 22:00,INDOOR,66.0,2.0
8616,2016-06-20 21:40,NUM,66.0,2.0
8616,2016-06-20 18:10,INDOOR,66.0,2.0
8616,2016-06-20 17:00,NUM,66.0,2.0
8616,2016-06-20 10:10,INDOOR,66.0,2.0
8616,2016-06-20 8:20,NUM,66.0,2.0
8616,2016-06-20 5:00,INDOOR,66.0,2.0
4940,2016-06-25 21:00,NUM,36.0,2.0
4940,2016-06-25 20:00,INDOOR,36.0,2.0
4940,2016-06-25 18:30,NUM,36.0,2.0
4940,2016-06-25 7:10,INDOOR,36.0,2.0
4940,2016-06-24 18:30,NUM,36.0,2.0
4940,2016-06-24 6:50,INDOOR,36.0,2.0
4940,2016-06-25 21:00,NUM,36.0,2.0
4940,2016-06-25 19:50,INDOOR,36.0,2.0
4940,2016-06-24 18:40,NUM,36.0,2.0
4940,2016-06-24 8:00,INDOOR,36.0,2.0
8595,2016-06-26 21:20,NUM,39.0,2.0
8595,2016-06-26 18:00,INDOOR,39.0,2.0
8595,2016-06-26 14:30,NUM,39.0,2.0
8595,2016-06-26 12:30,INDOOR,39.0,2.0
8595,2016-06-25 22:00,NUM,39.0,2.0
8595,2016-06-25 19:20,INDOOR,39.0,2.0
8595,2016-06-25 15:00,NUM,39.0,2.0
8595,2016-06-25 13:10,INDOOR,39.0,2.0
3632,2016-06-24 20:00,NUM,76.0,3.0
3632,2016-06-24 18:50,INDOOR,76.0,3.0
3632,2016-06-24 17:50,NUM,76.0,3.0
3632,2016-06-24 8:50,INDOOR,76.0,3.0
3632,2016-06-24 7:50,NUM,76.0,3.0
3632,2016-06-24 6:50,INDOOR,76.0,3.0
3632,2016-06-23 18:30,NUM,76.0,3.0
3632,2016-06-23 17:30,INDOOR,76.0,3.0
3632,2016-06-23 17:10,NUM,76.0,3.0
3632,2016-06-23 9:50,INDOOR,76.0,3.0
3632,2016-06-23 7:40,NUM,76.0,3.0
3632,2016-06-23 6:10,INDOOR,76.0,3.0
3632,2016-06-24 16:00,NUM,44.0,3.0
3632,2016-06-24 13:00,INDOOR,44.0,3.0
3632,2016-06-24 11:50,NUM,44.0,3.0
3632,2016-06-24 11:00,INDOOR,44.0,3.0
3632,2016-06-23 21:00,NUM,44.0,3.0
3632,2016-06-23 18:50,INDOOR,44.0,3.0
3632,2016-06-23 17:30,NUM,44.0,3.0
3632,2016-06-23 16:00,INDOOR,44.0,3.0
3632,2016-06-23 15:00,NUM,44.0,3.0
3632,2016-06-23 13:30,INDOOR,44.0,3.0
3632,2016-06-24 18:40,NUM,44.0,3.0
3632,2016-06-24 8:00,INDOOR,44.0,3.0
3632,2016-06-23 18:40,NUM,44.0,3.0
3632,2016-06-23 8:00,INDOOR,44.0,3.0
1042,2016-06-22 19:40,NUM,33.0,4.0
1042,2016-06-22 8:30,INDOOR,33.0,4.0
1042,2016-06-21 15:40,NUM,33.0,4.0
1042,2016-06-21 8:30,INDOOR,33.0,4.0
1042,2016-06-22 20:20,NUM,12.0,4.0
1042,2016-06-22 17:30,INDOOR,12.0,4.0
1042,2016-06-22 17:00,NUM,12.0,4.0
1042,2016-06-22 14:20,INDOOR,12.0,4.0
1042,2016-06-22 9:30,NUM,12.0,4.0
1042,2016-06-22 9:10,INDOOR,12.0,4.0
1042,2016-06-21 22:00,NUM,12.0,4.0
1042,2016-06-21 21:30,INDOOR,12.0,4.0
1042,2016-06-21 20:20,NUM,12.0,4.0
1042,2016-06-21 17:30,INDOOR,12.0,4.0
1042,2016-06-21 17:00,NUM,12.0,4.0
1042,2016-06-21 13:00,INDOOR,12.0,4.0
1042,2016-06-21 9:20,NUM,12.0,4.0
1042,2016-06-21 9:00,INDOOR,12.0,4.0
1042,2016-06-22 20:20,NUM,38.0,4.0
1042,2016-06-22 20:00,INDOOR,38.0,4.0
1042,2016-06-22 18:30,NUM,38.0,4.0
1042,2016-06-22 17:30,INDOOR,38.0,4.0
1042,2016-06-22 17:00,NUM,38.0,4.0
1042,2016-06-22 16:00,INDOOR,38.0,4.0
1042,2016-06-22 15:40,NUM,38.0,4.0
1042,2016-06-22 8:30,INDOOR,38.0,4.0
1042,2016-06-21 22:00,NUM,38.0,4.0
1042,2016-06-21 21:30,INDOOR,38.0,4.0
1042,2016-06-21 20:20,NUM,38.0,4.0
1042,2016-06-21 20:00,INDOOR,38.0,4.0
1042,2016-06-21 19:20,NUM,38.0,4.0
1042,2016-06-21 18:50,INDOOR,38.0,4.0
1042,2016-06-21 18:00,NUM,38.0,4.0
1042,2016-06-21 17:30,INDOOR,38.0,4.0
1042,2016-06-21 16:10,NUM,38.0,4.0
1042,2016-06-21 15:40,INDOOR,38.0,4.0
1042,2016-06-21 15:30,NUM,38.0,4.0
1042,2016-06-21 8:30,INDOOR,38.0,4.0
1042,2016-06-22 23:10,NUM,45.0,4.0
1042,2016-06-22 8:00,INDOOR,45.0,4.0
1042,2016-06-21 19:40,NUM,45.0,4.0
1042,2016-06-21 8:10,INDOOR,45.0,4.0
10232,2016-06-26 18:00,NUM,72.0,2.0
10232,2016-06-26 15:40,INDOOR,72.0,2.0
10232,2016-06-26 15:30,NUM,72.0,2.0
10232,2016-06-26 11:30,INDOOR,72.0,2.0
10232,2016-06-26 7:20,NUM,72.0,2.0
10232,2016-06-26 5:00,INDOOR,72.0,2.0
10232,2016-06-25 19:40,NUM,72.0,2.0
10232,2016-06-25 17:40,INDOOR,72.0,2.0
10232,2016-06-25 14:10,NUM,72.0,2.0
10232,2016-06-25 12:50,INDOOR,72.0,2.0
10232,2016-06-25 12:30,NUM,72.0,2.0
10232,2016-06-25 11:30,INDOOR,72.0,2.0
10232,2016-06-25 11:10,NUM,72.0,2.0
10232,2016-06-25 9:00,INDOOR,72.0,2.0
10232,2016-06-25 6:00,NUM,72.0,2.0
10232,2016-06-25 4:00,INDOOR,72.0,2.0
10232,2016-06-26 14:10,NUM,75.0,2.0
10232,2016-06-26 8:50,INDOOR,75.0,2.0
10232,2016-06-25 17:10,NUM,75.0,2.0
10232,2016-06-25 14:00,INDOOR,75.0,2.0
10232,2016-06-25 11:00,NUM,75.0,2.0
10232,2016-06-25 10:00,INDOOR,75.0,2.0
8861,2016-06-25 17:00,NUM,67.0,2.0
8861,2016-06-25 11:00,INDOOR,67.0,2.0
8861,2016-06-25 9:10,NUM,67.0,2.0
8861,2016-06-25 8:50,INDOOR,67.0,2.0
8861,2016-06-24 15:30,NUM,67.0,2.0
8861,2016-06-24 11:00,INDOOR,67.0,2.0
8861,2016-06-24 10:00,NUM,67.0,2.0
8861,2016-06-24 9:00,INDOOR,67.0,2.0
8861,2016-06-25 17:00,NUM,79.0,2.0
8861,2016-06-25 9:00,INDOOR,79.0,2.0
8861,2016-06-24 15:20,NUM,79.0,2.0
8861,2016-06-24 10:40,INDOOR,79.0,2.0
8861,2016-06-24 10:00,NUM,79.0,2.0
8861,2016-06-24 9:00,INDOOR,79.0,2.0
7527,2016-06-26 15:00,NUM,77.0,2.0
7527,2016-06-26 14:00,INDOOR,77.0,2.0
7527,2016-06-26 9:00,NUM,77.0,2.0
7527,2016-06-26 8:00,INDOOR,77.0,2.0
7527,2016-06-26 6:00,NUM,77.0,2.0
7527,2016-06-26 5:20,INDOOR,77.0,2.0
7527,2016-06-20 11:00,NUM,77.0,2.0
7527,2016-06-20 9:00,INDOOR,77.0,2.0
7527,2016-06-20 6:00,NUM,77.0,2.0
7527,2016-06-20 5:30,INDOOR,77.0,2.0
7527,2016-06-26 17:00,NUM,81.0,2.0
7527,2016-06-26 10:00,INDOOR,81.0,2.0
7527,2016-06-26 7:00,NUM,81.0,2.0
7527,2016-06-26 6:20,INDOOR,81.0,2.0
7527,2016-06-20 17:50,NUM,81.0,2.0
7527,2016-06-20 9:40,INDOOR,81.0,2.0
7527,2016-06-20 8:30,NUM,81.0,2.0
7527,2016-06-20 7:30,INDOOR,81.0,2.0
7527,2016-06-20 7:00,NUM,81.0,2.0
7527,2016-06-20 6:30,INDOOR,81.0,2.0
6458,2016-06-24 6:00,NUM,71.0,1.0
6458,2016-06-24 5:00,INDOOR,71.0,1.0
6458,2016-06-23 6:00,NUM,71.0,1.0
6458,2016-06-23 5:00,INDOOR,71.0,1.0
9634,2016-06-26 16:10,NUM,11.0,3.0
9634,2016-06-26 7:50,INDOOR,11.0,3.0
9634,2016-06-20 20:50,NUM,11.0,3.0
9634,2016-06-20 19:10,INDOOR,11.0,3.0
9634,2016-06-20 18:20,NUM,11.0,3.0
9634,2016-06-20 8:20,INDOOR,11.0,3.0
9634,2016-06-26 13:20,NUM,13.0,3.0
9634,2016-06-26 8:40,INDOOR,13.0,3.0
9634,2016-06-20 16:20,NUM,13.0,3.0
9634,2016-06-20 7:30,INDOOR,13.0,3.0
9634,2016-06-26 20:10,NUM,41.0,3.0
9634,2016-06-26 16:30,INDOOR,41.0,3.0
9634,2016-06-26 15:40,NUM,41.0,3.0
9634,2016-06-26 13:20,INDOOR,41.0,3.0
9634,2016-06-20 22:00,NUM,41.0,3.0
9634,2016-06-20 18:00,INDOOR,41.0,3.0
9634,2016-06-20 15:50,NUM,41.0,3.0
9634,2016-06-20 9:30,INDOOR,41.0,3.0
3935,2016-06-26 10:00,NUM,80.0,1.0
3935,2016-06-26 8:40,INDOOR,80.0,1.0
3935,2016-06-25 16:00,NUM,80.0,1.0
3935,2016-06-25 13:50,INDOOR,80.0,1.0
3935,2016-06-25 20:40,NUM,83.0,1.0
3935,2016-06-25 20:00,INDOOR,83.0,1.0
4824,2016-06-25 19:50,NUM,73.0,1.0
4824,2016-06-25 19:40,INDOOR,73.0,1.0
4824,2016-06-24 14:00,NUM,73.0,1.0
4824,2016-06-24 13:50,INDOOR,73.0,1.0
3173,2016-06-25 23:10,NUM,28.0,3.0
3173,2016-06-25 9:00,INDOOR,28.0,3.0
3173,2016-06-24 23:00,NUM,28.0,3.0
3173,2016-06-24 9:10,INDOOR,28.0,3.0
3173,2016-06-25 18:40,NUM,56.0,3.0
3173,2016-06-25 7:50,INDOOR,56.0,3.0
3173,2016-06-24 22:40,INDOOR,56.0,3.0
3173,2016-06-24 18:40,NUM,56.0,3.0
3173,2016-06-24 8:00,INDOOR,56.0,3.0
3173,2016-06-25 19:00,NUM,57.0,3.0
3173,2016-06-25 7:00,INDOOR,57.0,3.0
3173,2016-06-24 19:10,NUM,57.0,3.0
3173,2016-06-24 6:50,INDOOR,57.0,3.0
9368,2016-06-25 18:00,NUM,14.0,3.0
9368,2016-06-25 15:20,INDOOR,14.0,3.0
9368,2016-06-24 20:00,NUM,14.0,3.0
9368,2016-06-24 17:00,INDOOR,14.0,3.0
9368,2016-06-24 16:40,NUM,14.0,3.0
9368,2016-06-24 8:00,INDOOR,14.0,3.0
9368,2016-06-25 12:50,NUM,49.0,3.0
9368,2016-06-25 10:10,INDOOR,49.0,3.0
9368,2016-06-25 9:00,NUM,49.0,3.0
9368,2016-06-25 8:30,INDOOR,49.0,3.0
9368,2016-06-24 16:00,NUM,49.0,3.0
9368,2016-06-24 15:10,INDOOR,49.0,3.0
9368,2016-06-24 14:40,NUM,49.0,3.0
9368,2016-06-24 8:10,INDOOR,49.0,3.0
9368,2016-06-25 15:00,NUM,48.0,3.0
9368,2016-06-25 13:30,INDOOR,48.0,3.0
9368,2016-06-25 13:00,NUM,48.0,3.0
9368,2016-06-25 12:00,INDOOR,48.0,3.0
9368,2016-06-24 15:00,NUM,48.0,3.0
9368,2016-06-24 14:20,INDOOR,48.0,3.0
9368,2016-06-24 14:00,NUM,48.0,3.0
9368,2016-06-24 7:50,INDOOR,48.0,3.0
8431,2016-06-22 17:10,NUM,72.0,2.0
8431,2016-06-22 13:20,INDOOR,72.0,2.0
8431,2016-06-22 6:10,NUM,72.0,2.0
8431,2016-06-22 5:10,INDOOR,72.0,2.0
8431,2016-06-21 17:10,NUM,72.0,2.0
8431,2016-06-21 13:10,INDOOR,72.0,2.0
8431,2016-06-21 6:50,NUM,72.0,2.0
8431,2016-06-21 5:40,INDOOR,72.0,2.0
8431,2016-06-22 18:30,NUM,74.0,2.0
8431,2016-06-22 16:00,INDOOR,74.0,2.0
8431,2016-06-22 15:10,NUM,74.0,2.0
8431,2016-06-22 13:00,INDOOR,74.0,2.0
8431,2016-06-21 17:40,NUM,74.0,2.0
8431,2016-06-21 13:00,INDOOR,74.0,2.0
9683,2016-06-26 21:10,NUM,35.0,1.0
9683,2016-06-26 17:50,INDOOR,35.0,1.0
9683,2016-06-20 20:10,NUM,35.0,1.0
9683,2016-06-20 19:20,INDOOR,35.0,1.0
9683,2016-06-20 19:00,NUM,35.0,1.0
9683,2016-06-20 13:00,INDOOR,35.0,1.0
9683,2016-06-20 12:10,NUM,35.0,1.0
9683,2016-06-20 11:50,INDOOR,35.0,1.0
6136,2016-06-26 13:00,NUM,31.0,2.0
6136,2016-06-26 11:00,INDOOR,31.0,2.0
6136,2016-06-25 14:00,NUM,31.0,2.0
6136,2016-06-25 12:00,INDOOR,31.0,2.0
6136,2016-06-26 7:20,INDOOR,31.0,2.0
6136,2016-06-25 22:00,NUM,31.0,2.0
6136,2016-06-25 7:20,INDOOR,31.0,2.0
3768,2016-06-24 18:00,NUM,39.0,2.0
3768,2016-06-24 7:30,INDOOR,39.0,2.0
3768,2016-06-23 17:40,NUM,39.0,2.0
3768,2016-06-23 7:50,INDOOR,39.0,2.0
3768,2016-06-24 21:20,NUM,41.0,2.0
3768,2016-06-24 6:20,INDOOR,41.0,2.0
3768,2016-06-23 21:20,NUM,41.0,2.0
3768,2016-06-23 6:20,INDOOR,41.0,2.0
3439,2016-06-24 14:20,INDOOR,41.0,2.0
3439,2016-06-24 3:00,NUM,41.0,2.0
3439,2016-06-24 1:40,INDOOR,41.0,2.0
3439,2016-06-24 1:30,NUM,41.0,2.0
3439,2016-06-23 13:40,INDOOR,41.0,2.0
3439,2016-06-23 5:00,NUM,41.0,2.0
3439,2016-06-24 16:30,NUM,70.0,2.0
3439,2016-06-24 13:50,INDOOR,70.0,2.0
8228,2016-06-22 22:00,NUM,27.0,1.0
8228,2016-06-22 12:20,INDOOR,27.0,1.0
8228,2016-06-21 19:20,NUM,27.0,1.0
8228,2016-06-21 15:20,INDOOR,27.0,1.0
2492,2016-06-26 15:30,NUM,17.0,2.0
2492,2016-06-25 10:50,INDOOR,17.0,2.0
2492,2016-06-26 19:20,NUM,43.0,2.0
2492,2016-06-26 14:50,INDOOR,43.0,2.0
2492,2016-06-26 14:40,NUM,43.0,2.0
2492,2016-06-26 9:20,INDOOR,43.0,2.0
2492,2016-06-25 21:10,NUM,43.0,2.0
2492,2016-06-25 15:40,INDOOR,43.0,2.0
2492,2016-06-25 13:00,NUM,43.0,2.0
2492,2016-06-25 9:30,INDOOR,43.0,2.0
2492,2016-06-26 20:30,NUM,46.0,2.0
2492,2016-06-26 19:30,INDOOR,46.0,2.0
2492,2016-06-26 19:20,NUM,46.0,2.0
2492,2016-06-26 14:50,INDOOR,46.0,2.0
2492,2016-06-26 14:40,NUM,46.0,2.0
2492,2016-06-26 9:20,INDOOR,46.0,2.0
2492,2016-06-25 21:10,NUM,46.0,2.0
2492,2016-06-25 7:00,INDOOR,46.0,2.0
3756,2016-06-22 18:40,NUM,36.0,3.0
3756,2016-06-22 8:10,INDOOR,36.0,3.0
3756,2016-06-21 18:40,NUM,36.0,3.0
3756,2016-06-21 8:10,INDOOR,36.0,3.0
3756,2016-06-22 16:40,NUM,63.0,3.0
3756,2016-06-22 9:50,INDOOR,63.0,3.0
3756,2016-06-21 17:10,NUM,63.0,3.0
3756,2016-06-21 9:50,INDOOR,63.0,3.0
3756,2016-06-22 18:00,NUM,69.0,3.0
3756,2016-06-22 12:50,INDOOR,69.0,3.0
3756,2016-06-22 12:10,NUM,69.0,3.0
3756,2016-06-22 8:40,INDOOR,69.0,3.0
3756,2016-06-21 16:20,NUM,69.0,3.0
3756,2016-06-21 13:00,INDOOR,69.0,3.0
3756,2016-06-21 12:10,NUM,69.0,3.0
3756,2016-06-21 8:40,INDOOR,69.0,3.0
3756,2016-06-21 7:20,NUM,69.0,3.0
3756,2016-06-21 6:40,INDOOR,69.0,3.0
1855,2016-06-25 18:50,NUM,12.0,3.0
1855,2016-06-25 18:30,INDOOR,12.0,3.0
1855,2016-06-25 13:40,NUM,12.0,3.0
1855,2016-06-25 12:30,INDOOR,12.0,3.0
1855,2016-06-25 12:00,NUM,12.0,3.0
1855,2016-06-25 11:30,INDOOR,12.0,3.0
1855,2016-06-24 18:00,NUM,12.0,3.0
1855,2016-06-24 17:10,INDOOR,12.0,3.0
1855,2016-06-24 15:50,NUM,12.0,3.0
1855,2016-06-24 8:40,INDOOR,12.0,3.0
1855,2016-06-25 22:10,NUM,17.0,3.0
1855,2016-06-25 14:00,INDOOR,17.0,3.0
1855,2016-06-24 22:00,NUM,17.0,3.0
1855,2016-06-24 13:20,INDOOR,17.0,3.0
1855,2016-06-24 12:00,NUM,17.0,3.0
1855,2016-06-24 8:00,INDOOR,17.0,3.0
1855,2016-06-25 18:40,NUM,44.0,3.0
1855,2016-06-25 9:20,INDOOR,44.0,3.0
1855,2016-06-24 18:20,NUM,44.0,3.0
1855,2016-06-24 9:30,INDOOR,44.0,3.0
6454,2016-06-24 18:30,NUM,38.0,2.0
6454,2016-06-24 8:30,INDOOR,38.0,2.0
6454,2016-06-23 18:30,NUM,38.0,2.0
6454,2016-06-23 8:30,INDOOR,38.0,2.0
6454,2016-06-23 7:30,NUM,38.0,2.0
6454,2016-06-23 7:00,INDOOR,38.0,2.0
6454,2016-06-24 17:30,NUM,39.0,2.0
6454,2016-06-24 12:00,INDOOR,39.0,2.0
6454,2016-06-24 11:10,NUM,39.0,2.0
6454,2016-06-24 8:00,INDOOR,39.0,2.0
6454,2016-06-23 17:30,NUM,39.0,2.0
6454,2016-06-23 12:00,INDOOR,39.0,2.0
6454,2016-06-23 11:00,NUM,39.0,2.0
6454,2016-06-23 8:00,INDOOR,39.0,2.0
10789,2016-06-24 8:00,INDOOR,25.0,1.0
10789,2016-06-23 21:20,NUM,25.0,1.0
10789,2016-06-23 7:50,INDOOR,25.0,1.0
5114,2016-06-26 17:10,NUM,68.0,4.0
5114,2016-06-26 15:30,INDOOR,68.0,4.0
5114,2016-06-20 17:00,NUM,68.0,4.0
5114,2016-06-20 16:20,INDOOR,68.0,4.0
5114,2016-06-20 16:00,NUM,68.0,4.0
5114,2016-06-20 13:30,INDOOR,68.0,4.0
5114,2016-06-20 9:10,NUM,68.0,4.0
5114,2016-06-20 8:30,INDOOR,68.0,4.0
5114,2016-06-26 15:00,NUM,74.0,4.0
5114,2016-06-26 11:00,INDOOR,74.0,4.0
5114,2016-06-20 17:20,NUM,74.0,4.0
5114,2016-06-20 17:00,INDOOR,74.0,4.0
5114,2016-06-20 16:30,NUM,74.0,4.0
5114,2016-06-20 11:30,INDOOR,74.0,4.0
5114,2016-06-20 9:30,NUM,74.0,4.0
5114,2016-06-20 9:10,INDOOR,74.0,4.0
5114,2016-06-26 15:20,NUM,37.0,4.0
5114,2016-06-26 11:10,INDOOR,37.0,4.0
5114,2016-06-20 21:30,NUM,37.0,4.0
5114,2016-06-20 8:00,INDOOR,37.0,4.0
5114,2016-06-26 15:20,NUM,43.0,4.0
5114,2016-06-26 11:10,INDOOR,43.0,4.0
5114,2016-06-20 18:00,NUM,43.0,4.0
5114,2016-06-20 8:10,INDOOR,43.0,4.0
4055,2016-06-24 23:00,NUM,31.0,2.0
4055,2016-06-24 22:40,INDOOR,31.0,2.0
4055,2016-06-24 20:30,NUM,31.0,2.0
4055,2016-06-24 18:20,INDOOR,31.0,2.0
4055,2016-06-24 18:00,NUM,31.0,2.0
4055,2016-06-24 16:50,INDOOR,31.0,2.0
4055,2016-06-24 16:10,NUM,31.0,2.0
4055,2016-06-24 13:50,INDOOR,31.0,2.0
4055,2016-06-24 10:00,NUM,31.0,2.0
4055,2016-06-24 9:50,INDOOR,31.0,2.0
4055,2016-06-23 18:00,NUM,31.0,2.0
4055,2016-06-23 15:30,INDOOR,31.0,2.0
4055,2016-06-23 14:00,NUM,31.0,2.0
4055,2016-06-23 12:50,INDOOR,31.0,2.0
4055,2016-06-23 10:10,NUM,31.0,2.0
4055,2016-06-23 9:50,INDOOR,31.0,2.0
4055,2016-06-24 22:00,NUM,31.0,2.0
4055,2016-06-24 21:50,INDOOR,31.0,2.0
4055,2016-06-24 20:30,NUM,31.0,2.0
4055,2016-06-24 18:20,INDOOR,31.0,2.0
4055,2016-06-24 18:10,NUM,31.0,2.0
4055,2016-06-24 7:30,INDOOR,31.0,2.0
4055,2016-06-23 19:10,NUM,31.0,2.0
4055,2016-06-23 7:10,INDOOR,31.0,2.0
7748,2016-06-26 18:10,NUM,72.0,2.0
7748,2016-06-26 16:20,INDOOR,72.0,2.0
7748,2016-06-26 15:40,NUM,72.0,2.0
7748,2016-06-26 11:00,INDOOR,72.0,2.0
7748,2016-06-26 10:40,NUM,72.0,2.0
7748,2016-06-26 9:50,INDOOR,72.0,2.0
7748,2016-06-26 9:40,NUM,72.0,2.0
7748,2016-06-26 0:50,INDOOR,72.0,2.0
7748,2016-06-25 16:50,INDOOR,72.0,2.0
7748,2016-06-25 16:00,NUM,72.0,2.0
7748,2016-06-25 9:50,INDOOR,72.0,2.0
7748,2016-06-25 6:50,NUM,72.0,2.0
7748,2016-06-25 6:00,INDOOR,72.0,2.0
3644,2016-06-24 22:40,NUM,20.0,4.0
3644,2016-06-24 9:00,INDOOR,20.0,4.0
3644,2016-06-23 22:30,NUM,20.0,4.0
3644,2016-06-23 8:50,INDOOR,20.0,4.0
3644,2016-06-24 23:00,NUM,18.0,4.0
3644,2016-06-24 9:50,INDOOR,18.0,4.0
3644,2016-06-23 21:20,NUM,18.0,4.0
3644,2016-06-23 7:30,INDOOR,18.0,4.0
3644,2016-06-24 22:00,NUM,45.0,4.0
3644,2016-06-24 21:00,INDOOR,45.0,4.0
3644,2016-06-24 18:10,NUM,45.0,4.0
3644,2016-06-24 10:20,INDOOR,45.0,4.0
3644,2016-06-23 22:00,NUM,45.0,4.0
3644,2016-06-23 21:00,INDOOR,45.0,4.0
3644,2016-06-23 18:10,NUM,45.0,4.0
3644,2016-06-23 12:30,INDOOR,45.0,4.0
3644,2016-06-24 19:30,NUM,47.0,4.0
3644,2016-06-24 8:00,INDOOR,47.0,4.0
3644,2016-06-24 7:10,NUM,47.0,4.0
3644,2016-06-24 6:00,INDOOR,47.0,4.0
