class	value
N(0.0,0.13)	0.0147934487836603
N(0.0,0.13)	0.0637590421596206
N(0.0,0.13)	-0.310103855461593
N(0.0,0.13)	0.0112244183078916
N(0.0,0.13)	-0.076272175508762
N(0.0,0.13)	-0.0139217265055877
N(0.0,0.13)	0.081011735093259
N(0.0,0.13)	0.273079292724648
N(0.0,0.13)	0.0299626150112283
N(0.0,0.13)	-0.0321619367396519
N(0.0,0.13)	0.0230592680236238
N(0.0,0.13)	-0.0824109581587997
N(0.0,0.13)	0.129539068899841
N(0.0,0.13)	-0.0351104011202516
N(0.0,0.13)	-0.222379442654124
N(0.0,0.13)	-0.256997003193133
N(0.0,0.13)	0.0883903628240113
N(0.0,0.13)	0.0734932234123445
N(0.0,0.13)	-0.0355868155427994
N(0.0,0.13)	0.154926903510937
N(0.0,0.13)	-0.00168616098141809
N(0.0,0.13)	0.0155025356327196
N(0.0,0.13)	-0.211414176442806
N(0.0,0.13)	-0.0553356890121589
N(0.0,0.13)	0.131777497337761
N(0.0,0.13)	0.191637475388431
N(0.0,0.13)	0.104396237122541
N(0.0,0.13)	-0.270626486690795
N(0.0,0.13)	-0.132197667223378
N(0.0,0.13)	-0.0837571914909357
N(0.0,0.13)	-0.107654950946082
N(0.0,0.13)	0.142837501917783
N(0.0,0.13)	0.126673161636829
N(0.0,0.13)	0.0364929535962649
N(0.0,0.13)	0.078740357247814
N(0.0,0.13)	0.0663482305961376
N(0.0,0.13)	0.000301758117824647
N(0.0,0.13)	-0.0261811112513263
N(0.0,0.13)	-0.0364555110788472
N(0.0,0.13)	-0.00845649542065724
N(0.0,0.13)	-0.1311598298549
N(0.0,0.13)	-0.115509931018946
N(0.0,0.13)	-0.0753898669285851
N(0.0,0.13)	-0.0525939825142442
N(0.0,0.13)	-0.0557165359896878
N(0.0,0.13)	0.194300590618655
N(0.0,0.13)	0.293009307557783
N(0.0,0.13)	-0.23542111057427
N(0.0,0.13)	0.09563652959324
N(0.0,0.13)	0.00240617806999636
N(0.0,0.13)	-0.200440555399615
N(0.0,0.13)	0.0661707408906591
N(0.0,0.13)	0.246477777137351
N(0.0,0.13)	0.0969697710984656
N(0.0,0.13)	-0.0497412866480396
N(0.0,0.13)	0.0121631815494666
N(0.0,0.13)	-0.0649572272025632
N(0.0,0.13)	0.310870367533203
N(0.0,0.13)	-0.09975564064061
N(0.0,0.13)	-0.0557616219847362
N(0.0,0.13)	-0.0187777311260196
N(0.0,0.13)	-0.121174630540916
N(0.0,0.13)	-0.115717975919587
N(0.0,0.13)	-0.0684410932920783
N(0.0,0.13)	-0.143303467563328
N(0.0,0.13)	-0.105113951545033
N(0.0,0.13)	-0.238036746203659
N(0.0,0.13)	0.0666642531943173
N(0.0,0.13)	-0.171137140623752
N(0.0,0.13)	0.248560303775806
N(0.0,0.13)	0.0279730643321953
N(0.0,0.13)	0.129524457494862
N(0.0,0.13)	0.114325888836294
N(0.0,0.13)	-0.0378310553633761
N(0.0,0.13)	0.389706761562115
N(0.0,0.13)	-0.0480181791132558
N(0.0,0.13)	-0.0550775736581807
N(0.0,0.13)	0.188682906054245
N(0.0,0.13)	0.179563112742529
N(0.0,0.13)	0.0208795761916305
N(0.0,0.13)	-0.0935260058707475
N(0.0,0.13)	-0.133671839035152
N(0.0,0.13)	-0.0410012562293695
N(0.0,0.13)	0.0875474467053694
N(0.0,0.13)	-0.0990370202369326
N(0.0,0.13)	-0.0246162031381045
N(0.0,0.13)	0.00539383554390223
N(0.0,0.13)	-0.0584718670274437
N(0.0,0.13)	-0.078482887799333
N(0.0,0.13)	0.153931477923981
N(0.0,0.13)	0.0188843546583048
N(0.0,0.13)	-0.277220286652334
N(0.0,0.13)	0.13039977017612
N(0.0,0.13)	-0.138554216881452
N(0.0,0.13)	0.230620932343988
N(0.0,0.13)	-0.0706357258742363
N(0.0,0.13)	0.109842723722192
N(0.0,0.13)	0.0932616182597253
N(0.0,0.13)	0.111094101587543
N(0.0,0.13)	-0.0256660497922883
N(0.0,0.13)	0.00759772904105342
N(0.0,0.13)	-0.0201809055994266
N(0.0,0.13)	0.26993370700803
N(0.0,0.13)	-0.12482569237432
N(0.0,0.13)	0.0104579462200636
N(0.0,0.13)	0.172536054201618
N(0.0,0.13)	0.156697951002854
N(0.0,0.13)	-0.0148359375443813
N(0.0,0.13)	0.261127780181201
N(0.0,0.13)	0.0624916926947877
N(0.0,0.13)	0.148127843622423
N(0.0,0.13)	0.0770234162582232
N(0.0,0.13)	0.135188213535992
N(0.0,0.13)	0.171659366486172
N(0.0,0.13)	-0.0249129786620744
N(0.0,0.13)	0.0180903371820299
N(0.0,0.13)	0.0139601944967171
N(0.0,0.13)	0.14885598027238
N(0.0,0.13)	-0.00749480461340002
N(0.0,0.13)	0.109718582030445
N(0.0,0.13)	-0.0193365996029065
N(0.0,0.13)	-0.156971441893091
N(0.0,0.13)	-0.132965890028066
N(0.0,0.13)	0.28078903724235
N(0.0,0.13)	-0.1117897057099
N(0.0,0.13)	0.176427367997399
N(0.0,0.13)	0.127525752322307
N(0.0,0.13)	-0.0892344944645637
N(0.0,0.13)	0.0419107838070523
N(0.0,0.13)	-0.102913113597576
N(0.0,0.13)	0.13261619066632
N(0.0,0.13)	-0.141685685396415
N(0.0,0.13)	-0.0643317604471794
N(0.0,0.13)	-0.0435601612727806
N(0.0,0.13)	-0.113321456534152
N(0.0,0.13)	0.0120946021384
N(0.0,0.13)	0.112265416173597
N(0.0,0.13)	0.0674657836938565
N(0.0,0.13)	0.223430444940633
N(0.0,0.13)	0.0305552062789055
N(0.0,0.13)	0.103850920496528
N(0.0,0.13)	-0.0719045286827956
N(0.0,0.13)	0.060672795724419
N(0.0,0.13)	-0.0743787025723822
N(0.0,0.13)	-0.0410056751586825
N(0.0,0.13)	0.184229641911653
N(0.0,0.13)	0.168000793028876
N(0.0,0.13)	-0.0945574839136703
N(0.0,0.13)	0.0797059439420733
N(0.0,0.13)	-0.0118033900038562
N(0.0,0.13)	0.117708869493524
N(0.0,0.13)	-0.0801896122964527
N(0.0,0.13)	-0.0828545042660124
N(0.0,0.13)	0.256046776260549
N(0.0,0.13)	0.187157765025458
N(0.0,0.13)	-0.158277740553919
N(0.0,0.13)	-0.342902287335206
N(0.0,0.13)	-0.0814886847146409
N(0.0,0.13)	-0.0370624108559499
N(0.0,0.13)	0.131458815141254
N(0.0,0.13)	0.0176402966050731
N(0.0,0.13)	-0.0210767555219413
N(0.0,0.13)	-0.0152164412523881
N(0.0,0.13)	-0.15825135020863
N(0.0,0.13)	0.141218874279674
N(0.0,0.13)	0.102892313152847
N(0.0,0.13)	-0.0163125778811828
N(0.0,0.13)	-0.0557434105077115
N(0.0,0.13)	-0.282242648987894
N(0.0,0.13)	0.0566006773363342
N(0.0,0.13)	-0.14886547716873
N(0.0,0.13)	-0.0280979984103991
N(0.0,0.13)	-0.140712318707387
N(0.0,0.13)	-0.220198267749725
N(0.0,0.13)	-0.0700267441455961
N(0.0,0.13)	-0.150100876418184
N(0.0,0.13)	0.0331181587015608
N(0.0,0.13)	-0.0705753494578704
N(0.0,0.13)	-0.0487249851554763
N(0.0,0.13)	-0.222335279682437
N(0.0,0.13)	0.119463369059973
N(0.0,0.13)	-0.191899763832111
N(0.0,0.13)	0.242778399961343
N(0.0,0.13)	-0.0514237403791034
N(0.0,0.13)	0.0048133422760217
N(0.0,0.13)	-0.153061456795869
N(0.0,0.13)	0.0953778126974566
N(0.0,0.13)	0.044284758684848
N(0.0,0.13)	-0.190728151282168
N(0.0,0.13)	0.0158907810959972
N(0.0,0.13)	-0.0762186067100184
N(0.0,0.13)	-0.0241104208266505
N(0.0,0.13)	0.0319573739491254
N(0.0,0.13)	0.00325840421883799
N(0.0,0.13)	0.00895333509115747
N(0.0,0.13)	-0.195522534125583
N(0.0,0.13)	-0.0371684625617445
N(0.0,0.13)	-0.243410161547045
N(0.0,0.13)	0.00173052579739315
N(0.0,0.13)	-0.0191279458453851
N(0.0,0.13)	-0.213109916395047
N(0.0,0.13)	0.089268960135733
N(0.0,0.13)	-0.00451254533471144
N(0.0,0.13)	-0.277885524177492
N(0.0,0.13)	-0.0180696016012442
N(0.0,0.13)	0.113968816853125
N(0.0,0.13)	0.0798895615019385
N(0.0,0.13)	0.145937246261934
N(0.0,0.13)	0.0984362462755786
N(0.0,0.13)	-0.00499356773151194
N(0.0,0.13)	0.0821684293528074
N(0.0,0.13)	-0.140209113555448
N(0.0,0.13)	-0.190047561195377
N(0.0,0.13)	-0.0158071960767908
N(0.0,0.13)	-0.117246171437948
N(0.0,0.13)	0.0203790683701317
N(0.0,0.13)	0.0714680147175513
N(0.0,0.13)	-0.0832814842924245
N(0.0,0.13)	0.104451922383529
N(0.0,0.13)	0.146445394257655
N(0.0,0.13)	-0.143264230876998
N(0.0,0.13)	0.0935828344314047
N(0.0,0.13)	-0.0211217997999525
N(0.0,0.13)	0.145840121578881
N(0.0,0.13)	0.114205826437132
N(0.0,0.13)	-0.0900092000073434
N(0.0,0.13)	-0.069766413988484
N(0.0,0.13)	-0.072403140322466
N(0.0,0.13)	-0.0924040378685055
N(0.0,0.13)	-0.11412199174194
N(0.0,0.13)	0.0803431197930208
N(0.0,0.13)	0.0727567818939357
N(0.0,0.13)	0.0820154923368824
N(0.0,0.13)	-0.0594676058358903
N(0.0,0.13)	-0.141532733796844
N(0.0,0.13)	-0.204849511446036
N(0.0,0.13)	-0.347397581477988
N(0.0,0.13)	0.125388623642076
N(0.0,0.13)	-0.0627414158115899
N(0.0,0.13)	0.0645823137685266
N(0.0,0.13)	-0.0555156172722891
N(0.0,0.13)	0.0467059090499197
N(0.0,0.13)	-0.0024384794069082
N(0.0,0.13)	0.0660663504178649
N(0.0,0.13)	0.00348276523216037
N(0.0,0.13)	0.01828799207628
N(0.0,0.13)	-0.0632790143676283
N(0.0,0.13)	-0.251133379324845
N(0.0,0.13)	-0.105425639431527
N(0.0,0.13)	0.12150759427338
N(0.0,0.13)	-0.0540681894038405
N(0.0,0.13)	0.0302732526643823
N(0.0,0.13)	0.144617254798163
N(0.0,0.13)	-0.170766194317651
N(0.0,0.13)	-0.0734055612304173
N(0.0,0.13)	0.194798825335059
N(0.0,0.13)	0.0578760989973534
N(0.0,0.13)	0.152402097490671
N(0.0,0.13)	0.0958062015524384
N(0.0,0.13)	-0.2086570661855
N(0.0,0.13)	-0.0149527180507801
N(0.0,0.13)	-0.0682279112568743
N(0.0,0.13)	0.218466041674958
N(0.0,0.13)	-0.0519167495959933
N(0.0,0.13)	-0.0560465395011541
N(0.0,0.13)	0.0954614806684947
N(0.0,0.13)	0.13796186350554
N(0.0,0.13)	0.107778767671325
N(0.0,0.13)	0.163916722376434
N(0.0,0.13)	0.0795660863983784
N(0.0,0.13)	-0.0552830224179473
N(0.0,0.13)	0.035820225755032
N(0.0,0.13)	0.00160694599291994
N(0.0,0.13)	-0.151971511415215
N(0.0,0.13)	-0.162647623785366
N(0.0,0.13)	0.100904371108236
N(0.0,0.13)	-0.0651859332561273
N(0.0,0.13)	0.341914411904254
N(0.0,0.13)	-0.102828170720339
N(0.0,0.13)	-0.0975447180940525
N(0.0,0.13)	0.131199661723581
N(0.0,0.13)	0.0261569425370387
N(0.0,0.13)	-0.108743116618557
N(0.0,0.13)	0.260724922277513
N(0.0,0.13)	0.226924471827569
N(0.0,0.13)	-8.72442873290586e-05
N(0.0,0.13)	0.0679853063656514
N(0.0,0.13)	0.0495292885537143
N(0.0,0.13)	-0.149418888925152
N(0.0,0.13)	0.202475884487739
N(0.0,0.13)	-0.214145294308709
N(0.0,0.13)	-0.269677538855618
N(0.0,0.13)	-0.0296094472782647
N(0.0,0.13)	-0.13339162476509
N(0.0,0.13)	-0.0198259168025829
N(0.0,0.13)	-0.184440163107461
N(0.0,0.13)	0.0962621381627566
N(0.0,0.13)	0.027341445979951
N(0.0,0.13)	0.0283395595428983
N(0.0,0.13)	0.203858874518417
N(0.0,0.13)	-0.224590381149429
N(0.0,0.13)	0.110898383155973
N(0.0,0.13)	-0.0362620565304393
N(0.0,0.13)	0.0799892781166782
N(0.0,0.13)	0.0054829169129748
N(0.0,0.13)	0.0652440877136685
N(0.0,0.13)	0.195418632809313
N(0.0,0.13)	-0.106896964706416
N(0.0,0.13)	0.16028767054184
N(0.0,0.13)	-0.00126720276159899
N(0.0,0.13)	-0.0261384709135435
N(0.0,0.13)	0.0994226842571978
N(0.0,0.13)	-0.0407429540353219
N(0.0,0.13)	0.00718176858176058
N(0.0,0.13)	0.0642926498216276
N(0.0,0.13)	-0.0525831353972607
N(0.0,0.13)	-0.0340973876668458
N(0.0,0.13)	-0.0676582639438733
N(0.0,0.13)	-0.00563943520323026
N(0.0,0.13)	0.0560319231157603
N(0.0,0.13)	0.0702317391396265
N(0.0,0.13)	0.098432862802852
N(0.0,0.13)	-0.0458255949390329
N(0.0,0.13)	-0.0597430123737062
N(0.0,0.13)	-0.0122686884145839
N(0.0,0.13)	-0.0859651316582537
N(0.0,0.13)	-0.202103362694817
N(0.0,0.13)	-0.18705013315159
N(0.0,0.13)	0.194634032358245
N(0.0,0.13)	0.0337298053692621
N(0.0,0.13)	-0.00974195258057023
N(0.0,0.13)	-0.0306428349147139
N(0.0,0.13)	-0.271032323606914
N(0.0,0.13)	0.176996483590457
N(0.0,0.13)	-0.0605250272969749
N(0.0,0.13)	0.015576435340195
N(0.0,0.13)	-0.0247061995969602
N(0.0,0.13)	-0.113123303126437
N(0.0,0.13)	0.0824016364191446
N(0.0,0.13)	0.0418536725366225
N(0.0,0.13)	0.111457402734206
N(0.0,0.13)	0.0847007983303666
N(0.0,0.13)	0.130469159931318
N(0.0,0.13)	0.146011856619253
N(0.0,0.13)	-0.070700223914563
N(0.0,0.13)	0.0742101906454885
N(0.0,0.13)	0.0923114200064311
N(0.0,0.13)	0.126988492312413
N(0.0,0.13)	-0.151227406457912
N(0.0,0.13)	-0.0818777920787353
N(0.0,0.13)	0.208935619679193
N(0.0,0.13)	0.170936778493258
N(0.0,0.13)	-0.0809936170681388
N(0.0,0.13)	-0.211440446072819
N(0.0,0.13)	-0.169809430826519
N(0.0,0.13)	-0.0834084479381173
N(0.0,0.13)	-0.0678856942655309
N(0.0,0.13)	0.113368419613219
N(0.0,0.13)	-0.157508013291856
N(0.0,0.13)	-0.0891853337611839
N(0.0,0.13)	0.0785257002999872
N(0.0,0.13)	-0.127372818898343
N(0.0,0.13)	0.0417691067575985
N(0.0,0.13)	0.251345895030572
N(0.0,0.13)	-0.0255627076416871
N(0.0,0.13)	-0.105238808890798
N(0.0,0.13)	0.13831575874537
N(0.0,0.13)	-0.22062337866219
N(0.0,0.13)	0.171295907028468
N(0.0,0.13)	-0.0178735653224821
N(0.0,0.13)	-0.0648547822075674
N(0.0,0.13)	0.109329975101505
N(0.0,0.13)	-0.019454297344968
N(0.0,0.13)	-0.154040848761952
N(0.0,0.13)	-0.00460215011104877
N(0.0,0.13)	-0.048197500765896
N(0.0,0.13)	0.0253491358293594
N(0.0,0.13)	-0.0314965114228576
N(0.0,0.13)	-0.00506247609516978
N(0.0,0.13)	-0.301391164986847
N(0.0,0.13)	-0.151052099341801
N(0.0,0.13)	-0.0571903794390413
N(0.0,0.13)	-0.0955027333848621
N(0.0,0.13)	-0.0594145227522156
N(0.0,0.13)	-0.0234720006008499
N(0.0,0.13)	0.111080825133529
N(0.0,0.13)	-0.298308484516368
N(0.0,0.13)	0.0336068718801685
N(0.0,0.13)	-0.144029621386774
N(0.0,0.13)	-0.0251608688556872
N(0.0,0.13)	0.0249788940563025
N(0.0,0.13)	0.0523664816025115
N(0.0,0.13)	0.0841057414459482
N(0.0,0.13)	0.263743188246507
N(0.0,0.13)	0.0700465232475361
N(0.0,0.13)	-0.0696281220003378
N(0.0,0.13)	0.252902894375671
N(0.0,0.13)	0.0872717404011582
N(0.0,0.13)	0.0525364376403706
N(0.0,0.13)	-0.0592985014456825
N(0.0,0.13)	-0.111841568649402
N(0.0,0.13)	0.224083336442362
N(0.0,0.13)	-0.0215265678511068
N(0.0,0.13)	-0.0323055917890974
N(0.0,0.13)	0.0408400113971705
N(0.0,0.13)	-0.192072406713175
N(0.0,0.13)	-0.113233166065292
N(0.0,0.13)	0.0538284654473675
N(0.0,0.13)	-0.0404924868690508
N(0.0,0.13)	0.203789383116517
N(0.0,0.13)	-0.155709397386778
N(0.0,0.13)	-0.219378572213835
N(0.0,0.13)	-0.18503584514137
N(0.0,0.13)	-0.0693357514898457
N(0.0,0.13)	-0.0467804513590207
N(0.0,0.13)	0.150281017285302
N(0.0,0.13)	-0.0094827710049535
N(0.0,0.13)	0.143419898335649
N(0.0,0.13)	0.108813617566009
N(0.0,0.13)	-0.0709654828125453
N(0.0,0.13)	-0.0844177062390507
N(0.0,0.13)	0.277168421168225
N(0.0,0.13)	0.0422317389460873
N(0.0,0.13)	-0.00147145785343734
N(0.0,0.13)	-0.0211842675492569
N(0.0,0.13)	0.0759396544978407
N(0.0,0.13)	0.0668712946165003
N(0.0,0.13)	0.0882553699514707
N(0.0,0.13)	-0.170561363309414
N(0.0,0.13)	-0.0180689804057929
N(0.0,0.13)	0.087888367618801
N(0.0,0.13)	-0.0814130369618005
N(0.0,0.13)	-0.158838434255838
N(0.0,0.13)	0.212498006888794
N(0.0,0.13)	0.256067351120434
N(0.0,0.13)	0.0396266749939048
N(0.0,0.13)	-0.0597827084492304
N(0.0,0.13)	-0.0953542132396504
N(0.0,0.13)	-0.0102180631311682
N(0.0,0.13)	0.00789031642221938
N(0.0,0.13)	-0.0693166136219242
N(0.0,0.13)	-0.0998434715196017
N(0.0,0.13)	-0.0537998611386025
N(0.0,0.13)	-0.0395103136271853
N(0.0,0.13)	0.127868347061539
N(0.0,0.13)	0.159454761509336
N(0.0,0.13)	-0.0994984666205416
N(0.0,0.13)	-0.168293894609355
N(0.0,0.13)	0.0636782256091674
N(0.0,0.13)	-0.155430799222601
N(0.0,0.13)	0.0932900093760066
N(0.0,0.13)	0.127642050242701
N(0.0,0.13)	-0.153529436948298
N(0.0,0.13)	0.0358940003648352
N(0.0,0.13)	-0.0471410253090765
N(0.0,0.13)	0.0706910956316498
N(0.0,0.13)	-0.243299705107184
N(0.0,0.13)	0.155711465532718
N(0.0,0.13)	-0.0981745520335246
N(0.0,0.13)	0.13276433743381
N(0.0,0.13)	0.0587499778704035
N(0.0,0.13)	0.0533137791548334
N(0.0,0.13)	-0.258917832737845
N(0.0,0.13)	-0.25416860274302
N(0.0,0.13)	0.0732347388494965
N(0.0,0.13)	-0.0205927065910906
N(0.0,0.13)	0.0278782130219182
N(0.0,0.13)	0.190105467358733
N(0.0,0.13)	0.0633353035799571
N(0.0,0.13)	0.194486281953749
N(0.0,0.13)	-0.221143061670709
N(0.0,0.13)	-0.0673553719888887
N(0.0,0.13)	-0.217649293370474
N(0.0,0.13)	0.00866818722639072
N(0.0,0.13)	0.120373549557503
N(0.0,0.13)	-0.26068756139237
N(0.0,0.13)	0.027605859162233
N(0.0,0.13)	0.0875686227342141
N(0.0,0.13)	0.121269278397018
N(0.0,0.13)	-0.0283009994302786
N(0.0,0.13)	-0.101001111877962
N(0.0,0.13)	0.0022065268045601
N(0.0,0.13)	0.0495915022518895
N(0.0,0.13)	0.134811809428192
N(0.0,0.13)	0.0303762320380498
N(0.0,0.13)	0.0374128721115958
N(0.0,0.13)	0.0427775805334231
N(0.0,0.13)	-0.135635772698124
N(0.0,0.13)	-0.0246300335627541
N(0.0,0.13)	0.051567143172814
N(0.0,0.13)	0.0481493343187581
N(0.0,0.13)	-0.0342633008727166
N(0.0,0.13)	0.152357394360562
N(0.0,0.13)	-0.0045415927427341
N(0.0,0.13)	0.373962238485385
N(0.0,0.13)	-0.131215277697093
N(0.0,0.13)	-0.117012931285988
N(0.0,0.13)	-0.0184929634487165
N(0.0,0.13)	-0.14671554277666
N(0.0,0.13)	0.0533024664638388
N(0.0,0.13)	0.109220409880987
N(0.0,0.13)	-0.00878926282601348
N(0.0,0.13)	0.0624565663591594
N(0.0,0.13)	0.0310780853452409
N(0.0,0.13)	-0.0319627085875962
N(0.0,0.13)	-0.130743065939381
N(0.0,0.13)	0.155234539440665
N(0.0,0.13)	-0.0739838108581224
N(0.0,0.13)	-0.176386135550737
N(0.0,0.13)	0.156263932641706
N(0.0,0.13)	0.00288015221706354
N(0.0,0.13)	-0.0364007229986869
N(0.0,0.13)	0.0471887391096797
N(0.0,0.13)	0.02760020594274
N(0.0,0.13)	0.00898226926094741
N(0.0,0.13)	0.189642216365416
N(0.0,0.13)	0.182478254194077
N(0.0,0.13)	0.0426862925505821
N(0.0,0.13)	-0.0231171827880184
N(0.0,0.13)	0.046343108164538
N(0.0,0.13)	0.0327203379796721
N(0.0,0.13)	-0.00251135978961354
N(0.0,0.13)	0.0686892573497895
N(0.0,0.13)	0.0976430249354829
N(0.0,0.13)	0.0890705275911515
N(0.0,0.13)	0.016691277517827
N(0.0,0.13)	0.0330028957930429
N(0.0,0.13)	0.0879758246735484
N(0.0,0.13)	-0.150455807541271
N(0.0,0.13)	-0.125974584310545
N(0.0,0.13)	-0.02829358734917
N(0.0,0.13)	0.255028935493445
N(0.0,0.13)	-0.191034390782743
N(0.0,0.13)	0.0261727386306917
N(0.0,0.13)	-0.174851451620052
N(0.0,0.13)	0.0144541986514896
N(0.0,0.13)	-0.0772395894971607
N(0.0,0.13)	-0.111067524882429
N(0.0,0.13)	0.111126815585216
N(0.0,0.13)	0.0911665748136389
N(0.0,0.13)	-0.0168146483076797
N(0.0,0.13)	-0.00796516203784789
N(0.0,0.13)	0.423010829217963
N(0.0,0.13)	0.161275096855934
N(0.0,0.13)	-0.0351587286913288
N(0.0,0.13)	-0.0634942455988654
N(0.0,0.13)	-0.0798446227328864
N(0.0,0.13)	0.234181592739605
N(0.0,0.13)	0.233580908835791
N(0.0,0.13)	0.0959978581181009
N(0.0,0.13)	-0.138485203092367
N(0.0,0.13)	-0.191315110633636
N(0.0,0.13)	-0.0690349744197883
N(0.0,0.13)	-0.0516673306192295
N(0.0,0.13)	0.159664312797018
N(0.0,0.13)	-0.0910422367250548
N(0.0,0.13)	-0.0177834614361107
N(0.0,0.13)	-0.172976615236786
N(0.0,0.13)	-0.00898891628060516
N(0.0,0.13)	-0.176763653415368
N(0.0,0.13)	0.0533915977335959
N(0.0,0.13)	0.0764776383573321
N(0.0,0.13)	-0.128352766514879
N(0.0,0.13)	0.0697681899984888
N(0.0,0.13)	0.00213289373789872
N(0.0,0.13)	-0.087667660759848
N(0.0,0.13)	-0.00300671254265936
N(0.0,0.13)	-0.120188382829673
N(0.0,0.13)	0.0997109089543315
N(0.0,0.13)	0.02316967196869
N(0.0,0.13)	0.111172539523188
N(0.0,0.13)	-0.0163160298797498
N(0.0,0.13)	-0.264541532080634
N(0.0,0.13)	0.0152433579678235
N(0.0,0.13)	0.0857336958103312
N(0.0,0.13)	0.126055172749062
N(0.0,0.13)	0.0118169616628788
N(0.0,0.13)	0.0807264074425925
N(0.0,0.13)	-0.0628003557127251
N(0.0,0.13)	0.109930262584508
N(0.0,0.13)	-0.0935106155247772
N(0.0,0.13)	-0.0143229040629048
N(0.0,0.13)	-0.00356318294007321
N(0.0,0.13)	0.0890117702385164
N(0.0,0.13)	-0.0518063328286419
N(0.0,0.13)	-0.0990488402909711
N(0.0,0.13)	-0.0697835817746561
N(0.0,0.13)	0.221989635046093
N(0.0,0.13)	-0.0537924797143917
N(0.0,0.13)	0.132456056144336
N(0.0,0.13)	-0.0136091393614612
N(0.0,0.13)	0.152424736043062
N(0.0,0.13)	0.103034769168223
N(0.0,0.13)	-0.134440755876321
N(0.0,0.13)	0.140854610724122
N(0.0,0.13)	-0.0683297648831092
N(0.0,0.13)	0.0137916801164458
N(0.0,0.13)	-0.041204895986835
N(0.0,0.13)	-0.165557673911727
N(0.0,0.13)	0.255902020784746
N(0.0,0.13)	0.271411413137
N(0.0,0.13)	0.0225664764418144
N(0.0,0.13)	0.0277372114965338
N(0.0,0.13)	0.00648248857121386
N(0.0,0.13)	-0.0973173256790863
N(0.0,0.13)	-0.0475772599167875
N(0.0,0.13)	-0.0807418733901398
N(0.0,0.13)	-0.0983877834014304
N(0.0,0.13)	0.186405187226515
N(0.0,0.13)	-0.119495439441345
N(0.0,0.13)	-0.206802899559462
N(0.0,0.13)	-0.12240585852321
N(0.0,0.13)	0.0617438462326572
N(0.0,0.13)	0.0599760714658659
N(0.0,0.13)	0.121566801443438
N(0.0,0.13)	0.0260604976620732
N(0.0,0.13)	0.0180646436179021
N(0.0,0.13)	0.0518150135409214
N(0.0,0.13)	-0.123628323402432
N(0.0,0.13)	0.0909897299021154
N(0.0,0.13)	0.140849435834491
N(0.0,0.13)	0.0897369802343369
N(0.0,0.13)	-0.172186509742322
N(0.0,0.13)	0.10512416088286
N(0.0,0.13)	-0.0726061087317914
N(0.0,0.13)	0.0108630859259088
N(0.0,0.13)	0.367101491023638
N(0.0,0.13)	0.0574155043346597
N(0.0,0.13)	-0.0996416514389234
N(0.0,0.13)	0.104358316076058
N(0.0,0.13)	-0.154181865172416
N(0.0,0.13)	-0.0725109436254684
N(0.0,0.13)	-0.114539335940121
N(0.0,0.13)	-0.0310453112696227
N(0.0,0.13)	-0.0585025915982332
N(0.0,0.13)	0.170192281389484
N(0.0,0.13)	0.260848153650484
N(0.0,0.13)	0.0436783513954786
N(0.0,0.13)	-0.234706514130973
N(0.0,0.13)	-0.00640911910146351
N(0.0,0.13)	-0.118978451628525
N(0.0,0.13)	-0.046648179774812
N(0.0,0.13)	0.0890139410967907
N(0.0,0.13)	-0.018441645533922
N(0.0,0.13)	0.0426522856686199
N(0.0,0.13)	0.0576801266210893
N(0.0,0.13)	-0.114398374989943
N(0.0,0.13)	-0.0451486135547947
N(0.0,0.13)	-0.26504688561384
N(0.0,0.13)	0.152561782033594
N(0.0,0.13)	1.05695542247832e-05
N(0.0,0.13)	-0.090373250255131
N(0.0,0.13)	0.075935346876757
N(0.0,0.13)	0.110464907006088
N(0.0,0.13)	0.0146927058247644
N(0.0,0.13)	0.0900261470180695
N(0.0,0.13)	-0.0230213076096185
N(0.0,0.13)	-0.0427560407939973
N(0.0,0.13)	-0.059909405855344
N(0.0,0.13)	0.118883057260685
N(0.0,0.13)	-0.00836784686631292
N(0.0,0.13)	0.0221448151617935
N(0.0,0.13)	0.105912906507553
N(0.0,0.13)	-0.191564505642126
N(0.0,0.13)	-0.0367318094897181
N(0.0,0.13)	-0.111178193548688
N(0.0,0.13)	0.0313744749567729
N(0.0,0.13)	0.183627398474675
N(0.0,0.13)	-0.101754736181887
N(0.0,0.13)	0.0625095773144637
N(0.0,0.13)	0.0901889389975378
N(0.0,0.13)	0.139552834144325
N(0.0,0.13)	-0.0843384517305529
N(0.0,0.13)	0.0635981269058076
N(0.0,0.13)	-0.132263673926504
N(0.0,0.13)	-0.0436556320127994
N(0.0,0.13)	0.0266854974715097
N(0.0,0.13)	-0.168291554850919
N(0.0,0.13)	-0.00226420332852633
N(0.0,0.13)	0.0596418058873514
N(0.0,0.13)	-0.0129831546536112
N(0.0,0.13)	0.135019572156546
N(0.0,0.13)	-0.00308780413920824
N(0.0,0.13)	0.0643216553204067
N(0.0,0.13)	-0.0849958542279265
N(0.0,0.13)	0.0724059102548575
N(0.0,0.13)	0.00619339083634188
N(0.0,0.13)	0.177178360678728
N(0.0,0.13)	-0.0466137998235839
N(0.0,0.13)	-0.144835967098749
N(0.0,0.13)	0.100077225056005
N(0.0,0.13)	-0.158676212875818
N(0.0,0.13)	-0.0905866122884459
N(0.0,0.13)	0.0132527818765187
N(0.0,0.13)	0.206059578092087
N(0.0,0.13)	0.104818817562696
N(0.0,0.13)	-0.0105048018354461
N(0.0,0.13)	-0.0307408233298024
